key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_19.keys,key_resp_19.rt,key_resp_10.keys,key_resp_10.rt,mouse_prac.x,mouse_prac.y,mouse_prac.leftButton,mouse_prac.midButton,mouse_prac.rightButton,mouse_prac.clicked_name,similarity,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_catch_prac.x,mouse_catch_prac.y,mouse_catch_prac.leftButton,mouse_catch_prac.midButton,mouse_catch_prac.rightButton,mouse_catch_prac.clicked_name,catchprac,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,mouse_6.clicked_name,during_prac.thisRepN,during_prac.thisTrialN,during_prac.thisN,during_prac.thisIndex,during_prac.ran,trailimage1,trial1adress,trailimage2,trial2adress,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,key_resp_22.keys,key_resp_22.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,response_time,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,image1,image1adress,image2,image2adress,mouse_3.clicked_name,mouse_11.clicked_name
,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609190b7869cb8cba8c18c04,001,2021-12-05_23h16.07.849,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.88382538,609190b7869cb8cba8c18c04,61ad71e11ddd29ccf7a27d5b,61ad7244cd739902d5c56436,,,-103,-59,1,0,0,response5disk,1.2674,-16,2,1,0,0,rectangle,-16,2,1,0,0,,-4,"[84,91,153,133,124,149,64,23,43,95]",-16,2,1,0,0,0,14,14,65,1,Purple,Purple.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609190b7869cb8cba8c18c04,001,2021-12-05_23h16.07.849,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.88382538,609190b7869cb8cba8c18c04,61ad71e11ddd29ccf7a27d5b,61ad7244cd739902d5c56436,,,47,-81,1,0,0,response3disk,2.634,0,5,1,0,0,rectangle,0,5,1,0,0,,-3,"[84,91,153,133,124,149,64,23,43,95]",0,5,1,0,0,0,15,15,15,1,Yellow,Yellow.jpg,Pink,Pink.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609190b7869cb8cba8c18c04,001,2021-12-05_23h16.07.849,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.88382538,609190b7869cb8cba8c18c04,61ad71e11ddd29ccf7a27d5b,61ad7244cd739902d5c56436,,,-48,84,1,0,0,response7disk,2.0002,1,16,1,0,0,rectangle,1,16,1,0,0,,3,"[84,91,153,133,124,149,64,23,43,95]",1,16,1,0,0,0,16,16,56,1,LightBlue,LightBlue.jpg,Yellow,Yellow.jpg,,
,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609190b7869cb8cba8c18c04,001,2021-12-05_23h16.07.849,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.88382538,609190b7869cb8cba8c18c04,61ad71e11ddd29ccf7a27d5b,61ad7244cd739902d5c56436,,,-49,87,1,0,0,response7disk,0.8484,-7,7,1,0,0,rectangle,-7,7,1,0,0,,1,"[84,91,153,133,124,149,64,23,43,95]",-7,7,1,0,0,0,17,17,13,1,Yellow,Yellow.jpg,LightBlue,LightBlue.jpg,,
,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609190b7869cb8cba8c18c04,001,2021-12-05_23h16.07.849,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.88382538,609190b7869cb8cba8c18c04,61ad71e11ddd29ccf7a27d5b,61ad7244cd739902d5c56436,,,97,63,1,0,0,response1disk,1.4338,-4,7,1,0,0,rectangle,-4,7,1,0,0,,-3,"[84,91,153,133,124,149,64,23,43,95]",-4,7,1,0,0,0,18,18,7,1,Red,Red.jpg,Pink,Pink.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609190b7869cb8cba8c18c04,001,2021-12-05_23h16.07.849,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.88382538,609190b7869cb8cba8c18c04,61ad71e11ddd29ccf7a27d5b,61ad7244cd739902d5c56436,,,-94,39,1,0,0,response7disk,1.6007,0,1,1,0,0,rectangle,0,1,1,0,0,,-1,"[84,91,153,133,124,149,64,23,43,95]",0,1,1,0,0,0,19,19,67,1,LightBlue,LightBlue.jpg,DarkGreen,DarkGreen.jpg,,
,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609190b7869cb8cba8c18c04,001,2021-12-05_23h16.07.849,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.88382538,609190b7869cb8cba8c18c04,61ad71e11ddd29ccf7a27d5b,61ad7244cd739902d5c56436,,,36,105,1,0,0,response1disk,0.9011,4,12,1,0,0,rectangle,4,12,1,0,0,,-4,"[84,91,153,133,124,149,64,23,43,95]",4,12,1,0,0,0,20,20,0,1,Red,Red.jpg,Red,Red.jpg,,
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609190b7869cb8cba8c18c04,001,2021-12-05_23h16.07.849,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.88382538,609190b7869cb8cba8c18c04,61ad71e11ddd29ccf7a27d5b,61ad7244cd739902d5c56436,,,-78,33,1,0,0,response7disk,3.6695,-8,13,1,0,0,rectangle,-8,13,1,0,0,,-2,"[84,91,153,133,124,149,64,23,43,95]",-8,13,1,0,0,0,21,21,62,1,LightBlue,LightBlue.jpg,LightGreen,LightGreen.jpg,,
,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609190b7869cb8cba8c18c04,001,2021-12-05_23h16.07.849,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.88382538,609190b7869cb8cba8c18c04,61ad71e11ddd29ccf7a27d5b,61ad7244cd739902d5c56436,,,51,-100,1,0,0,response3disk,1.5311,-3,-11,1,0,0,rectangle,62,-116,1,0,0,1,1,"[84,91,153,133,124,149,64,23,43,95]",4,5,1,0,0,0,22,22,21,1,LightGreen,LightGreen.jpg,DarkBlue,DarkBlue.jpg,response3disk_3,rectangle
,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609190b7869cb8cba8c18c04,001,2021-12-05_23h16.07.849,jm_natural_scene_simialrity_2-12-2021,2021.2.3,Win32,59.88382538,609190b7869cb8cba8c18c04,61ad71e11ddd29ccf7a27d5b,61ad7244cd739902d5c56436,,,-109,47,1,0,0,response7disk,4.6331,-7,-5,1,0,0,rectangle,-7,-5,1,0,0,1,-4,"[84,91,153,133,124,149,64,23,43,95]",-7,-5,1,0,0,0,23,23,68,1,DarkBlue,DarkBlue.jpg,DarkGreen,DarkGreen.jpg,,
